,hktv_ad_id,order_number,additional_parent_order,order_date,order_time_range,delivery_date,delivery_timeslot,app_type,device_type,area,district,delivery_district,delivery_zone,estate_name_en,estate_name_chi,housing_type,sku_id,primary_sku_id,bundle_set,quantity,total_price,primary_category,primary_category_name_en,primary_category_name_chi,primary_store
7141,shtDJcuKJFSEcSzhj0nPdR35/rRc3nlG2BolBo6Ihn0=,4lb9AMgKeDiPQZAPRhDIfo0S6Xj9KgAIQNIgjc0OCIM=,,2021-12-21,15-18,2021-12-23,14:00 - 18:00,MAIN,Web,KLN,MEI FOO,WTK-MEI,九龍 - 美孚新邨四期店,,,Commercial,7QTjHu3lUA/ZfX2i5iP9sPkQoITtUTxo17QLdLImDiM=,7QTjHu3lUA/ZfX2i5iP9sPkQoITtUTxo17QLdLImDiM=,,1,95 - 100,AA11852010001,Supermarket,超級市場,TAMSDtWhC+FuOeLSnPuNRozKKQl7Zif8JBpcK9N2QMo=
7142,UCEwZkInmrw5wh8VQ4xFllq1mM3h6brh+JEh/yrYccU=,ku94Da2mSqXQS40pvFXezbj77egvSINF+5UaEbQRcN4=,,2021-12-21,09-12,2021-12-23,14:00 - 18:00,MAIN,iOS,KLN,TSIM SHA TSUI KLN,WTK,沙咀 (K11住),,,Commercial,Z3fHcR7YuNzMXeHkPCyRSznG47o5Q7BZAsyhreSALyU=,Z3fHcR7YuNzMXeHkPCyRSznG47o5Q7BZAsyhreSALyU=,,1,200 - 300,AA11852010001,Supermarket,超級市場,cDoA+3P/2+Oncp7i65dPZu4NqlQLQiwUjDm7yPfKlRM=
7143,UCEwZkInmrw5wh8VQ4xFllq1mM3h6brh+JEh/yrYccU=,ku94Da2mSqXQS40pvFXezbj77egvSINF+5UaEbQRcN4=,,2021-12-21,09-12,2021-12-23,14:00 - 18:00,MAIN,iOS,KLN,TSIM SHA TSUI KLN,WTK,沙咀 (K11住),,,Commercial,Cb31cliKfaSxvY1hVzn4TISB9Tm5gt5NMbb8llXqmBQ=,Cb31cliKfaSxvY1hVzn4TISB9Tm5gt5NMbb8llXqmBQ=,,1,200 - 300,AA11852010001,Supermarket,超級市場,cDoA+3P/2+Oncp7i65dPZu4NqlQLQiwUjDm7yPfKlRM=
7144,5nXeGH7LvBA4xsiPiobr9khNxWON/Pks/nB4Lvu5ebo=,4mQBap+1oXfWMJl9GzIvRqM4sLYWMPqlmP5ak2ruNXg=,,2021-12-21,21-24,2021-12-25,18:00 - 21:00,MAIN,iOS,KLN,HUNG HOM KLN,WTK-HOM,紅磡舖,,,Commercial,+0ODOKn1dcZX+XM1bJB2EJrmp1TOuGgrh6KP49Oe8lk=,+0ODOKn1dcZX+XM1bJB2EJrmp1TOuGgrh6KP49Oe8lk=,,1,100 - 200,AA11852010001,Supermarket,超級市場,kOlBTIdCDsdBsl0PSx72eriIMjPdbpg7ohQH+ieDMS0=
7145,1E0Wa2ORj6TmljF5dWKT3eyKChcnmyMS8a+diZCzTV0=,gRvScumLe6I3+ti9nEvF2Wt8flsDbPJqdWN+v1PeefA=,,2021-12-21,00-09,2021-12-24,18:00 - 21:00,MAIN,Android,HK,SHEK TONG TSUI HK,WTH,西環(下),,,Private,+0ODOKn1dcZX+XM1bJB2EJrmp1TOuGgrh6KP49Oe8lk=,+0ODOKn1dcZX+XM1bJB2EJrmp1TOuGgrh6KP49Oe8lk=,,1,100 - 200,AA11852010001,Supermarket,超級市場,kOlBTIdCDsdBsl0PSx72eriIMjPdbpg7ohQH+ieDMS0=
7146,J4AICcjzw6fzHLTj8+tlI/5TXXXFUERwW+s9efxNSoY=,dRKE87ukfFrEz94JfI/kLoXej7n+o3bpGmoPjI7r+IA=,,2021-12-21,12-15,2021-12-24,14:00 - 18:00,MAIN,Android,NT,HANG HAU NT,ETK,坑口,,,HOS,S/XyHmdd3FimtWBngVf5aHKAtZTlM2InNEoFQFBTRQ0=,S/XyHmdd3FimtWBngVf5aHKAtZTlM2InNEoFQFBTRQ0=,,1,60 - 65,AA11852010001,Supermarket,超級市場,DPA8TA6+uQKVwEMO1/RlSorPYqVTdps8c6LXiqUQ/Yo=
7147,F54+EHitWCBNAwqNJQu1GgAFvZJ7Kuvl3qj6x7t588Y=,xlXGhMyYJK4OYjr+pWnbTo1FRN6ptJD6vex4IFS2CZg=,,2021-12-21,00-09,2021-12-23,14:00 - 18:00,MAIN,iOS,HK,TAI HANG HK,ETH,大坑,LAI TAK CHUEN,勵德邨,Public,S/XyHmdd3FimtWBngVf5aHKAtZTlM2InNEoFQFBTRQ0=,S/XyHmdd3FimtWBngVf5aHKAtZTlM2InNEoFQFBTRQ0=,,1,60 - 65,AA11852010001,Supermarket,超級市場,DPA8TA6+uQKVwEMO1/RlSorPYqVTdps8c6LXiqUQ/Yo=
7148,YYdbRyQ25LTNSNIGVV9zFo2ZV5DgfDhnne1soFqxPxk=,OWmfGcGT83eyYDr4lMQxlt7o7QY8muK4ASsnkEtQWbU=,,2021-12-21,12-15,2021-12-25,10:00 - 14:00,MAIN,iOS,NT,TAI WAI NT,NT-TSM,大圍(西),SUN CHUI ESTATE,新翠邨,Public,o3s/T1wX6GOH+b9nIIZCsHMz8cu2uneKXKXDJ/Ra3x0=,o3s/T1wX6GOH+b9nIIZCsHMz8cu2uneKXKXDJ/Ra3x0=,,1,44 - 46,AA11852010001,Supermarket,超級市場,Aj8jx+1gxlTR+xZzN7q0mZwwHt6Od3npJDmOHvlHCMU=
7149,9Rs951l0Yj290L+3XtrLDVhH5kN2pFoQ/sgvQ/vus8Q=,PaKVvukeVyH0Oy+HtZUcCr6xswnINgNiion6/Q5Nq/k=,,2021-12-21,00-09,2021-12-23,14:00 - 18:00,MAIN,iOS,KLN,YAU MA TEI KLN,WTK,油麻地,,,Private,MNGwRRs7qVAd7wzudMf8LxXqpHjj67JXBA1MSzVB6Mg=,MNGwRRs7qVAd7wzudMf8LxXqpHjj67JXBA1MSzVB6Mg=,,1,75 - 80,AA11852010001,Supermarket,超級市場,KKEW+RnI2G7COvTRPoi2c3Fdf10KaFF1jbIUefuCxYI=
7150,Tz9jcG5P1mWmPb+BWJYLcXcTYiBDyQXfqDWMd+iNyjQ=,2ixRu6VmZOgHP3J5fO6wag1xwn6pcfQ8u7C3KsMiWa8=,,2021-12-21,09-12,2021-12-24,14:00 - 18:00,MAIN,Web,HK,MID-LEVELS HK,WTH,半山(堅),,,Private,0Fp9L81rmhYoajuyjG9miPbEGGVjaH0C9+d/Y5g60jo=,0Fp9L81rmhYoajuyjG9miPbEGGVjaH0C9+d/Y5g60jo=,,1,100 - 200,AA11852010001,Supermarket,超級市場,kOlBTIdCDsdBsl0PSx72eriIMjPdbpg7ohQH+ieDMS0=
7151,t25Z6k/ws8RFKH0Gg5ui9PS3QRComYa0upx0A19Th/o=,TGnhyVkPsFGYwZ8MkA0+0IMdboFCppqUakvIOigOOaQ=,,2021-12-21,21-24,2022-01-04,14:00 - 18:00,MAIN,Android,NT,FO TAN NT,NT-TSM,火炭廠,,,Commercial,G6vnt5LXdDafDfmABgo5GRomiHkUMN8jNiQK0XE82bo=,G6vnt5LXdDafDfmABgo5GRomiHkUMN8jNiQK0XE82bo=,,1,200 - 300,AA11852010001,Supermarket,超級市場,Ys4VULYBmLuGPa1atdxyTQuMgcOfaIABqOdAmt+l988=
7152,b0HLC3e7C3sJHgpp01Hcp/H5GK9/yIeoXbeiMV91tLQ=,PvvnKYmk8DLwBLrmPitXuxzVBB3+lUFe444IGw6vjCE=,V+ZFcoKMItQY/UqDH00bRz/IicyHxcqjRw9NInLhBqk=,2021-12-21,09-12,2021-12-23,18:00 - 21:00,MAIN,,HK,NORTH POINT HK,ETH,北角(嘉),,,Private,hD10qoPP2ix8PJNNIOveTs8gGAgQjAfS/YqPJxwj4w8=,hD10qoPP2ix8PJNNIOveTs8gGAgQjAfS/YqPJxwj4w8=,,1,50 - 55,AA11852010001,Supermarket,超級市場,GZITkYbn6NxhjUA7mS7Fg4uJBcMOX5S6G/TurGOnKGQ=
7153,Gzu8vL9QvLKnIKw44OgfUSSB5v9CznLOupM8JSgJFE0=,mTXjiasAZbVdAUKhayBvRtcmU2ff0zOapJwGd+b2fYk=,Slk08YoNWp9QAv9Y3414K+qMms063Xq+oLrri/RR4vg=,2021-12-21,09-12,2021-12-23,14:00 - 18:00,MAIN,,HK,TIN HAU HK,ETH,天后,,,Private,DsYiaVdeqdDHYTS4GPUojyn9Z7CLvotHt1+mZTviPuk=,DsYiaVdeqdDHYTS4GPUojyn9Z7CLvotHt1+mZTviPuk=,,1,46 - 48,AA11852010001,Supermarket,超級市場,lPQuyRSoOxh5NGIxEev5cWdtSDLonOlQwP1GdBMly/k=
7154,95PrOSN8DPSZ1WZJn7Vw79hEcqeUyV8gmndgXG2Ksls=,UI0i4YJxaMw8Dm/3IunrmAurZovg2drVNKo+FLqK0pI=,,2021-12-21,00-09,2021-12-27,18:00 - 21:00,MAIN,iOS,NT,LOHAS PARK NT,ETK,日出康城,,,Private,TLDDByuE5W4XY+rDrwx1dM5tFgcuTQ9+PM11syL6ybI=,TLDDByuE5W4XY+rDrwx1dM5tFgcuTQ9+PM11syL6ybI=,,1,48 - 50,AA11852010001,Supermarket,超級市場,WP21l83t1nURS258kPleH1nShJCmoGWGCVqNUKs/I10=
7155,vyNkZ4hQ/K7Rh+42Z7vSEnLQ2HiOrAN11Lgp1J3iSrA=,gcS9PUPdiXd4e7n0APGX4aCzZ2lgfxMrOKkYDJowhQw=,,2021-12-20,21-24,2021-12-24,18:00 - 21:00,MAIN,iOS,KLN,KOWLOON BAY KLN,ETX,九龍灣,TAK LONG ESTATE,德朗邨,Public,NiJSHoD1tD5xUJ9et7fP0l1vDjzyrQd1owPdODsmMtM=,NiJSHoD1tD5xUJ9et7fP0l1vDjzyrQd1owPdODsmMtM=,,1,65 - 70,AA11852010001,Supermarket,超級市場,A/dprvZaAuogaZDzRal25zAQtJ5wPQZhKR+WsK6soOY=
7156,J0KlBYMecIwNAO295SWgkI4AE6SgoXV1qj0cLKPm8cY=,ZUVPtpG+vAmLFzcHOG+9hQk8Gy4JpDlRsL5BuSgc9no=,,2021-12-20,18-21,2021-12-24,14:00 - 18:00,MAIN,Android,NT,FO TAN NT,NT-RAS,駿景園店,,,Commercial,NiJSHoD1tD5xUJ9et7fP0l1vDjzyrQd1owPdODsmMtM=,NiJSHoD1tD5xUJ9et7fP0l1vDjzyrQd1owPdODsmMtM=,,1,65 - 70,AA11852010001,Supermarket,超級市場,A/dprvZaAuogaZDzRal25zAQtJ5wPQZhKR+WsK6soOY=
7157,hxhKIj5g4k8RRuhvNWwZm/NSQ6NQ9jtHBuQOGHCIr5U=,Knvey52GSOvgzVk6PgVcHnVhJdK5izzneqBETZdzko4=,,2021-12-20,15-18,2021-12-22,18:00 - 21:00,MAIN,iOS,,,,,,,,9JR+TANr27zwdP912t9/cZWcLCAv8a9c4J1Jn8SDaRs=,9JR+TANr27zwdP912t9/cZWcLCAv8a9c4J1Jn8SDaRs=,,1,100 - 200,AA11852010001,Supermarket,超級市場,d7whIq5yf6r5+/cJC32tWfSdAk9Vwe5o8Hw/J7XTkHY=
7158,TYkb7M2a6bbJ42ueiq7cZlvOq4CsDBkj90eUVdgxFDE=,F80Has+0nRIxluJqEE0gsEl4ro64e0qj+nMFHONM9fQ=,,2021-12-20,12-15,2021-12-22,18:00 - 21:00,MAIN,Android,HK,STANLEY HK,WTH,深水灣,,,Private,ffeqDhXKfrkz3ZZ/Rkz/hm3TZRnBf4EjCIC1Dnu7pWg=,ffeqDhXKfrkz3ZZ/Rkz/hm3TZRnBf4EjCIC1Dnu7pWg=,,1,200 - 300,AA11852010001,Supermarket,超級市場,8mhg9pnHKr8mQ/UJ/079t63BFr5OJ7k1BU8eBdvxQn8=
7159,DOYx7za8gjzeDx0sayOsiOEUppWx6YieUPwX91xx47A=,6HMUVsEJ1QoS30v6xujxazmTb4cyCLZ2hVcpBCbA4Zk=,,2021-12-20,00-09,2021-12-24,14:00 - 18:00,MAIN,Android,HK,SAI WAN HO HK,ETH,西灣河,LEI KING WAN,鯉景灣,Private,rLIxv/J5lNOT+mJNq2PKq7yyMvNTK0cWqFxFbJrju4g=,rLIxv/J5lNOT+mJNq2PKq7yyMvNTK0cWqFxFbJrju4g=,,1,75 - 80,AA11852010001,Supermarket,超級市場,FNCDNXxvqJHIzlSFEG8e38j8bXtsjN+A5p2KuCsznpM=
7160,h8qDoeT7LABbja8CiAyMrZU83cIznYbH0Kn1Gua810o=,iBVB8X4vHN8JO4rEvPGWvneUIObiWE9pus+7f54HuQE=,,2021-12-20,09-12,2021-12-25,10:00 - 14:00,MAIN,Web,NT,PO LAM NT,ETK,寶琳,,,Private,RpAsTG0b1X6AAGqiMG5/0vSRxTnMlmA9bx/oyE7wBZ0=,RpAsTG0b1X6AAGqiMG5/0vSRxTnMlmA9bx/oyE7wBZ0=,,1,200 - 300,AA11852010001,Supermarket,超級市場,A/dprvZaAuogaZDzRal25zAQtJ5wPQZhKR+WsK6soOY=
7161,D2EtskI+of5sUAiqp93jfYT5xEe9ituI2VBaLg4Md1s=,qPg3dDacx+MXwBJXClQ9W4o9nh/JJ4wgUGwoCLwlhYs=,,2021-12-20,09-12,2021-12-24,10:00 - 14:00,MAIN,iOS,NT,TUEN MUN NT,NT-TM,屯門,,,Private,5uSupfTttYHkX7Ww78OD6LwzNhKA1PNH+MFLcyQNrBY=,5uSupfTttYHkX7Ww78OD6LwzNhKA1PNH+MFLcyQNrBY=,,1,38 - 40,AA11852010001,Supermarket,超級市場,3dJMKU3IamRmRC0FShTWtMlKGJ3OhFLfx9B0mijZI8Y=
7162,BER7ePHMW+R9e78lYDt9y/ZIvdvKsDlOAubBPXkcoZc=,bFIUAMma6im4ifPV7uZ6VNKdlszSWiq9wvUO0yeXdi0=,,2021-12-20,21-24,2021-12-24,14:00 - 18:00,MAIN,Web,NT,TIN SHUI WAI NT,NT-TM,天水圍東,KINGSWOOD VILLAS ,嘉湖山莊,Private,6HExTbvRAK0OfwajW7FfrwBhw6Rf5ti9FHX2/jobm1s=,6HExTbvRAK0OfwajW7FfrwBhw6Rf5ti9FHX2/jobm1s=,,1,50 - 55,AA11852010001,Supermarket,超級市場,uGK0idfopzQhABxlYD120PveJpV0eI4lChfxfvwZSw0=
7163,aYBi/YZ4khpphXjLwhQ5iEx8PCUUE6Nk8cQNAc67gRI=,AG/3CYhtbqTIrpk24aum6rvntgZZ8nBf47wkk0iIGSE=,,2021-12-20,00-09,2021-12-22,14:00 - 18:00,MAIN,Android,KLN,SAN PO KONG KLN,ETX,新蒲崗,,,Commercial,0xmZ8XkbFW/5Zk70nD5bbjhTuvewE/axF9OCgyfICYM=,0xmZ8XkbFW/5Zk70nD5bbjhTuvewE/axF9OCgyfICYM=,,1,44 - 46,AA11852010001,Supermarket,超級市場,uGK0idfopzQhABxlYD120PveJpV0eI4lChfxfvwZSw0=
7164,1ODotn4KAllyvWg7ZjaTmt6cCNx/7BZG2aSa/cOZCrM=,HRiQ6YYUu+gCi5KZ93kkEdYWVyOh6T27EYI+XSv4oes=,,2021-12-20,00-09,2021-12-24,18:00 - 21:00,MAIN,iOS,NT,TSEUNG KWAN O NT,ETK,將軍澳,SHEUNG TAK ESTATE,尚德邨,Public,/ZGziHzbpUp/qLPtYQzyjgYtrtxpRAUoo7IGCHcia48=,/ZGziHzbpUp/qLPtYQzyjgYtrtxpRAUoo7IGCHcia48=,,1,80 - 85,AA11852010001,Supermarket,超級市場,aYlFTOsH9adAOAcKgbBqdoezsrsFO1pltjT8e9G3Qzc=
7165,MJb9fiuA6FEsT7EdcYt2rMpKC9PBmhw9kXcHW/ff3sk=,Zj/v6yAtCtpZFySsozYhX923GR/Vwc5XdNDMiTqMTPY=,,2021-12-20,18-21,2021-12-24,14:00 - 18:00,MAIN,iOS,KLN,MEI FOO,WTX,美孚(下),MEI FOO SUN CHUEN,美孚新邨,Private,/ZGziHzbpUp/qLPtYQzyjgYtrtxpRAUoo7IGCHcia48=,/ZGziHzbpUp/qLPtYQzyjgYtrtxpRAUoo7IGCHcia48=,,1,80 - 85,AA11852010001,Supermarket,超級市場,aYlFTOsH9adAOAcKgbBqdoezsrsFO1pltjT8e9G3Qzc=
7166,8RQ0m7nlqL1E1OljSbD0vFLVvXr+YhGF4mmoiA+ylxg=,zCmtBgASmO833NwUTzcrbYAgWYzWBqjoHx/q1gUnMVo=,,2021-12-20,12-15,2021-12-24,10:00 - 14:00,MAIN,Web,HK,BRAEMAR HILL HK,ETH,寶馬山,,,Private,vGztiC1eJcCPZa4BXQRyRiaOCcwiS4XWRiDCGH592Yc=,vGztiC1eJcCPZa4BXQRyRiaOCcwiS4XWRiDCGH592Yc=,,2,95 - 100,AA11852010001,Supermarket,超級市場,S823caloPsOwGqK0yguJqdOlsC9bDGE70yLa/E+552Y=
7167,8PZsp0Dx2obmTetnQNf/mSh1s2z5/T4qNy1XgLXDs34=,hpZzNfpj9KuToH4UBwJw97VX0YdQLo8yuidxiSpaV3E=,,2021-12-20,12-15,2021-12-22,14:00 - 18:00,MAIN,Android,NT,LOHAS PARK NT,ETK,日出康城,LOHAS PARK PHASE 2A,日出康城2期,Private,vGztiC1eJcCPZa4BXQRyRiaOCcwiS4XWRiDCGH592Yc=,vGztiC1eJcCPZa4BXQRyRiaOCcwiS4XWRiDCGH592Yc=,,1,46 - 48,AA11852010001,Supermarket,超級市場,S823caloPsOwGqK0yguJqdOlsC9bDGE70yLa/E+552Y=
7168,OvQbOJoIV1QdkBttdF9Ye+41x7+51yOU+f/CbSufttA=,rtBhuFGiTIH3T42NRJsGoNpMKFyNtDDdTr6jkkknDXc=,,2021-12-20,09-12,2021-12-24,14:00 - 18:00,MAIN,Android,NT,YUEN LONG NT,NT-TM,元朗(市中心),,,Private,qXbdJM3v4X08WCqMRWjnum5K0PGTi5EwMJD9icXt4dU=,qXbdJM3v4X08WCqMRWjnum5K0PGTi5EwMJD9icXt4dU=,,2,70 - 75,AA11852010001,Supermarket,超級市場,gY21KoBaQDZ8KLAWeurC2vUgDQXL291M0qgqbbRv58Y=
7169,vSqNrNSXKxZEM4B/9xrvYdkxzglYO7O+ZMqD6ZG7MMc=,qhBfacxopiMjja/1UO9oAtBk0kYr2OW+uok8JG+P0Yc=,,2021-12-20,00-09,2021-12-21,14:00 - 18:00,MAIN,iOS,HK,SIU SAI WAN HK,ETH,小西灣,,,HOS,BZ/nqrQCMXESj3qPWmBjF2AtwhFkUdOawTK3bgUC8dI=,BZ/nqrQCMXESj3qPWmBjF2AtwhFkUdOawTK3bgUC8dI=,,1,50 - 55,AA11852010001,Supermarket,超級市場,GZITkYbn6NxhjUA7mS7Fg4uJBcMOX5S6G/TurGOnKGQ=
7170,7fkbb+UoCUI3+IEQu47QO7slw+GXQDuYxT6uTgkc+YY=,TUMe9jDV3TB7NJ9TUZbIEJhOMCmmjVwWeBsCLmV7bak=,,2021-12-20,18-21,2021-12-23,14:00 - 18:00,MAIN,iOS,NT,TUEN MUN TAI LAM NT,NT-TM,屯門(大欖),,,Private,BZ/nqrQCMXESj3qPWmBjF2AtwhFkUdOawTK3bgUC8dI=,BZ/nqrQCMXESj3qPWmBjF2AtwhFkUdOawTK3bgUC8dI=,,1,50 - 55,AA11852010001,Supermarket,超級市場,GZITkYbn6NxhjUA7mS7Fg4uJBcMOX5S6G/TurGOnKGQ=
7171,D7v+6Th5i64WQp54/X8HnuIwxNQithXR26PA8VvVzKs=,1V2lEcICsFZi84U5Msqn0qYLXN2v96MZZcHgOYadEqc=,,2021-12-20,15-18,2021-12-24,18:00 - 21:00,MAIN,iOS,NT,TSING YI NT,NT-TW,青衣北(灝),VILLA ESPLANADA,灝景灣,Private,UkrMTD+vGLX2jXbSwyDWtAhvxQ1aOeabv4MX6rW8XUU=,UkrMTD+vGLX2jXbSwyDWtAhvxQ1aOeabv4MX6rW8XUU=,,2,85 - 90,AA11852010001,Supermarket,超級市場,uzJ1F3qDUweE3xf9P+x5JwcqpBGVseaGH0r5iyLBjoc=
7172,Zi/RtqJ5BiqCZE1+Trx17h/KwHCqZ0SL4xj1TU+Rvxc=,eQfpIWwFLy1tWuHEO6yN8moKt+gDjk6L8QdiAIl8dhQ=,,2021-12-20,15-18,2021-12-24,10:00 - 14:00,MAIN,iOS,NT,MA ON SHAN NT,NT-TSM,馬鞍山(北),,,Private,S/XyHmdd3FimtWBngVf5aHKAtZTlM2InNEoFQFBTRQ0=,S/XyHmdd3FimtWBngVf5aHKAtZTlM2InNEoFQFBTRQ0=,,1,60 - 65,AA11852010001,Supermarket,超級市場,DPA8TA6+uQKVwEMO1/RlSorPYqVTdps8c6LXiqUQ/Yo=
7173,X4skExAyiPbNT0cMlF5ExHdTJ+uR+pStYBjE2yLzx6s=,iyTl1LVYZuEFOG5FTXbhu+5ZBcw0aYfO8hYCCugeVkY=,,2021-12-20,00-09,2021-12-22,14:00 - 18:00,MAIN,iOS,KLN,WONG TAI SIN KLN,ETX,黃大仙,,,HOS,0Fp9L81rmhYoajuyjG9miPbEGGVjaH0C9+d/Y5g60jo=,0Fp9L81rmhYoajuyjG9miPbEGGVjaH0C9+d/Y5g60jo=,,1,100 - 200,AA11852010001,Supermarket,超級市場,kOlBTIdCDsdBsl0PSx72eriIMjPdbpg7ohQH+ieDMS0=
7174,A0epsNutfHjzZ2FKdtregAeLcQ6K9HuZg6PjAZNmrUU=,CBRMHY3cZTNWHF3njmU60PZjKaV6a9pU18H9iYCF0+k=,,2021-12-20,21-24,2021-12-23,10:00 - 14:00,MAIN,iOS,NT,TUEN MUN TAI LAM NT,NT-TM,屯門(大欖),,,Private,grMmbm24C5nSslPcOHjhVpfOmgdDu/1YjT+or1bU/pA=,grMmbm24C5nSslPcOHjhVpfOmgdDu/1YjT+or1bU/pA=,,1,65 - 70,AA11852010001,Supermarket,超級市場,4ao2nC7fuXkBdQmLTyL9s51mJUyNN4BODXd86wlGxmI=
7175,6b87KA7rasquooUr/kow0ih54xp1Xp7Sl3YJN/hHV0I=,SisUP9jhVkPNjeEemxOGRTLES7dPjq2qE9dPV2EBA3g=,,2021-12-20,12-15,2021-12-25,18:00 - 21:00,MAIN,iOS,NT,TUEN MUN TAI LAM NT,NT-TM,屯門(大欖),,,Private,yV7qXJabfCxHHJCtTmfANTo0Q1I8MqHw6Sdgx8rurwM=,yV7qXJabfCxHHJCtTmfANTo0Q1I8MqHw6Sdgx8rurwM=,,1,300 - 400,AA11852010001,Supermarket,超級市場,On9JuhklUC/5GanxztBXAYeiGpMLXbXD1zDWD1yfXhM=
7176,eE1s6KLE+CQ70brghOWcq3q7uiqR8FoTslprp/bmUvE=,mlExdzstXo10cCaua23KKU4lWAEP/QYXAxnQ4/TOSr8=,,2021-12-20,18-21,2021-12-24,18:00 - 21:00,MAIN,iOS,HK,POK FU LAM HK,WTH,薄扶林,CHI FU FA YUEN,置富花園,Private,v64EpGCsKAlS5bQLqpjGii+Yx6ZhKLBPmIIS3LjuWU8=,v64EpGCsKAlS5bQLqpjGii+Yx6ZhKLBPmIIS3LjuWU8=,,1,100 - 200,AA11852010001,Supermarket,超級市場,/q8uKM7zp7NhgpmRK2fME59FRN+cHqVha8+0i0TkKrI=
7177,KHk+zfvnJWuKEe+R/wRTSL8VZTnaE2Cafl31ts8C1rk=,KBggeQxu0Fs+HdrzB1PdvUsOEnpuNhhGMQd39gJztOo=,,2021-12-20,00-09,2021-12-22,14:00 - 18:00,MAIN,Android,HK,HAPPY VALLEY HK,ETH-HPS,香港跑馬地海怡閣店,,,Commercial,aKVSBMNd2wnkTLD8QXKUy/uGAjXm7zwUgmpZdBs3Kxc=,aKVSBMNd2wnkTLD8QXKUy/uGAjXm7zwUgmpZdBs3Kxc=,,1,65 - 70,AA11852010001,Supermarket,超級市場,lPQuyRSoOxh5NGIxEev5cWdtSDLonOlQwP1GdBMly/k=
7178,aMVxlX2BTZSjV9PWxoFzUdtF/Cnk8DZHrSpTOUgtESo=,1kPWbtPpp/rH4Fx5zj8WslJZU0UZgbc1JSMvgF/mpLY=,,2021-12-19,21-24,2021-12-22,14:00 - 18:00,MAIN,iOS,NT,TUEN MUN TAI LAM NT,NT-TM,屯門(大欖),,,Private,9LSwc2RQxYUoq8G+Q/9Bs2PflPFG2Bw4Ui78WsPjDQU=,9LSwc2RQxYUoq8G+Q/9Bs2PflPFG2Bw4Ui78WsPjDQU=,,1,65 - 70,AA11852010001,Supermarket,超級市場,Wnu6KkAvdJGYU5GGE7chwXkLSSyD9UxxrbRuFMnA+Gk=
7179,Lkk1HScUjVZHAyY4ZlHaT88a6t4MWaGXCK3jXeI+zaY=,Vgph1RxhJoTVcWBgmRS/2h1ALLCwBvPt7Y75A6NG+dA=,,2021-12-19,21-24,2021-12-25,18:00 - 21:00,MAIN,iOS,HK,HAPPY VALLEY HK,ETH,跑馬地(樂),,,Private,Rg4t73KKRH1nd7A2oORkOvOs3n1vVPU6R13MTzZuaaE=,Rg4t73KKRH1nd7A2oORkOvOs3n1vVPU6R13MTzZuaaE=,,1,85 - 90,AA11852010001,Supermarket,超級市場,Wnu6KkAvdJGYU5GGE7chwXkLSSyD9UxxrbRuFMnA+Gk=
7180,MqpsIMKMDPIHt87JqCBaZIyPu9+J11Nhlcu9A3osKUw=,Fc1LdsqQWCSEqsY7vF249DZtsdfKy1WQyKYX0U2rUp4=,,2021-12-19,18-21,2021-12-22,10:00 - 14:00,MAIN,iOS,NT,UNIVERSITY NT,NT-ST,大學 (中文大學),,,Commercial,HqJMhVHFlvRGmEUAuaH3tnlXmHGGRNld4Y/J77YsNa0=,HqJMhVHFlvRGmEUAuaH3tnlXmHGGRNld4Y/J77YsNa0=,,1,50 - 55,AA11852010001,Supermarket,超級市場,aYlFTOsH9adAOAcKgbBqdoezsrsFO1pltjT8e9G3Qzc=
7181,DxLWXYQtmDORGct7BFQdUXeHOA91jtFXzD0xv0dlX8I=,fQpH8mB0pu2ykVP402EbevV9VsX/eXHeImAITrDlcrI=,,2021-12-19,15-18,2021-12-21,14:00 - 18:00,MAIN,iOS,NT,KWAI CHUNG NT,WTX-TWH,葵涌 - 大窩口店,,,Commercial,/ZGziHzbpUp/qLPtYQzyjgYtrtxpRAUoo7IGCHcia48=,/ZGziHzbpUp/qLPtYQzyjgYtrtxpRAUoo7IGCHcia48=,,1,80 - 85,AA11852010001,Supermarket,超級市場,aYlFTOsH9adAOAcKgbBqdoezsrsFO1pltjT8e9G3Qzc=
7182,o7dF+dBbPuLbbr7JAemfo1HwdV6gcUGmLvLiA7maqzU=,cW/F6bxxTs543nD1V4mxa6ZNsU0d3ovkV2GuhaSmX4s=,,2021-12-19,00-09,2021-12-21,14:00 - 18:00,MAIN,Web,KLN,KOWLOON BAY KLN,ETX,九龍灣,TELFORD GARDENS,德福花園,Private,W3AnzBCPkC/nZXuh+0F79RRiPkiuqjjf50ri8zfg+hs=,W3AnzBCPkC/nZXuh+0F79RRiPkiuqjjf50ri8zfg+hs=,,12,600 - 700,AA11852010001,Supermarket,超級市場,aYlFTOsH9adAOAcKgbBqdoezsrsFO1pltjT8e9G3Qzc=
7183,xotp33TPOKjOhqIfPie6BGaVPLKUw/zTeawzH1cXSsU=,eZ/tGjSxZdcDjQo6jvyfAdAhiRM8gKOLMJ5gRtrIwPE=,,2021-12-19,21-24,2021-12-23,10:00 - 14:00,MAIN,iOS,NT,LAM TEI NT,NT-TM,藍地,,,Private,BZ/nqrQCMXESj3qPWmBjF2AtwhFkUdOawTK3bgUC8dI=,BZ/nqrQCMXESj3qPWmBjF2AtwhFkUdOawTK3bgUC8dI=,,1,50 - 55,AA11852010001,Supermarket,超級市場,GZITkYbn6NxhjUA7mS7Fg4uJBcMOX5S6G/TurGOnKGQ=
